source_index,Column1,simple_sent(prompt1),simple_sent(prompt2),Prompt1,Prompt2,Model
20085,"La peine de mort, ou peine capitale, est une peine prévue par la loi consistant à exécuter une personne ayant été reconnue coupable d'une faute qualifiée de « crime capital ».",La peine de mort est l'exécution d'une personne reconnue coupable d'un crime très grave.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
28918,Le sabotier est une personne qui est spécialisée dans la fabrication des sabots.,Le sabotier fabrique des sabots.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
14176,"Isabelle d’Orléans — de son nom de naissance, Isabelle Marie Laure Victoire d’Orléans —, par son mariage, comtesse de Schönborn-Buchheim, est née le 8 avril 1932 au Manoir d’Anjou, à Woluwe-Saint-Pierre, en Belgique.",Isabelle d’Orléans est née le 8 avril 1932 en Belgique et est devenue comtesse de Schönborn-Buchheim.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
19245,"La livre sterling (en anglais : pound sterling), souvent abrégée en livre (pound), est l'unité monétaire officielle du Royaume-Uni, des dépendances de la Couronne britannique, et des territoires britanniques d'outre-mer.",La livre sterling est la monnaie officielle du Royaume-Uni et de ses territoires.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
26002,"Le kilogramme, dont le symbole est kg (en minuscules), est l'unité de base de masse dans le Système international d'unités (SI).","Le kilogramme, noté ""kg"", est l'unité de base pour mesurer la masse.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
39188,"Robert Lewandowski (en polonais /?r?b?rt l?van?d?fsk?i/  audio), né le 21 août 1988 à Varsovie en Pologne, est un footballeur international polonais évoluant au poste d'attaquant au FC Barcelone et en sélection polonaise.",Robert Lewandowski est un footballeur polonais qui joue au FC Barcelone.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
16895,"La boxe anglaise, aussi appelée le noble art, est un sport de combat dans lequel deux adversaires, de même catégorie de poids et de même sexe, se rencontrent sur un ring, munis de gants rembourrés afin de limiter le risque de coupure, et s'échangent des coups de poing, portés au visage et au buste.",La boxe anglaise est un sport où deux adversaires s'affrontent avec des gants et se frappent au visage et au corps.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
28483,"Le projet Teacher in Space (anglais : Teacher in Space Project, « Enseignant dans l'espace ») (TISP) est un ancien programme spatial de la National Aeronautics and Space Administration (NASA).","Le projet ""Teacher in Space"" était un programme de la NASA pour envoyer des enseignants dans l'espace.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
29561,"Le taekwondo se distingue des autres arts martiaux, surtout dans sa forme, par le haut degré de spécialisation de ses pratiquants en techniques de coups de pied bien plus que dans d'autres techniques, par les nombreuses protections utilisées lors des compétitions de combat et par son inclusion au programme des Jeux olympiques d'été depuis 2000.",Le taekwondo se distingue par l'importance des coups de pied et fait partie des Jeux olympiques depuis 2000.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
40731,"SketchUp est un logiciel de modélisation 3D, d'animation et de cartographie orienté vers l'architecture.",SketchUp est un logiciel de modélisation 3D utilisé en architecture.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
41109,"Spécialiste de la Russie soviétique, elle est en outre une pianiste accomplie.",Elle est spécialiste de la Russie soviétique et aussi une pianiste talentueuse.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
15495,"Kenneth Loach dit Ken Loach [k?n ?l??t??], né le 17 juin  à Nuneaton (Warwickshire), est un réalisateur britannique de cinéma et de télévision.",Ken Loach est un réalisateur britannique né le 17 juin.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
14019,"Incorporé au sein de la Fédération internationale de bobsleigh et de tobogganing (FIBT) à la création de celle-ci en 1923, le skeleton apparait à deux reprises aux Jeux olympiques d'hiver en 1928 et 1948 à Saint-Moritz avant d'être définitivement programmé à partir des Jeux olympiques d'hiver de 2002 de Salt Lake City.",Le skeleton est un sport présent aux Jeux olympiques d'hiver depuis 2002.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
2691,"Béatrice Martin, dite Cœur de pirate (parfois abrégé CDP), est une chanteuse, parolière, auteure-compositrice-interprète et pianiste canadienne, née le 22 septembre 1989 à Outremont (Québec).","Cœur de pirate, née Béatrice Martin, est une chanteuse canadienne née le 22 septembre 1989.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
11433,"Gilbert Montagné, né le 28 décembre 1951 dans le 20e arrondissement de Paris, est un auteur, compositeur et interprète français.","Gilbert Montagné, né le 28 décembre 1951, est un chanteur français.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
9720,"En physique, la constante gravitationnelle, aussi connue comme la constante universelle de gravitation, notée G{\displaystyle G}, est la constante de proportionnalité de la loi universelle de la gravitation d'Isaac Newton.",La constante gravitationnelle est un nombre utilisé dans la loi de la gravitation de Newton.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
